CLUB_NM,CTPRVN_NM,SIGNGU_NM,ITEM_NM,AFLTION_GROUP_NM,ITEM_CL_NM,SEXDSTN_FLAG_NM,MBER_CO,FOND_DE
군산베스트,전라북도,전라북도 군산시,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20200706
군산테우회,전라북도,전라북도 군산시,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20200706
군포스쿼시,경기도,경기도 군포시,스쿼시,공공스포츠클럽,"13세이하부,16세이하부,19세이하부,20세이상부",남성,7,20200715
금강합기도,광주광역시,광주광역시 서구,합기도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,8,20201119
나인포인트,충청남도,충청남도 천안시 동남구,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20191120
남동구클럽,인천광역시,인천광역시 남동구,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20200528
남석검도관,충청북도,충청북도 청주시 청원구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,20190315
남양검도관,경기도,경기도 화성시,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,20200316
넝쿨산악회,충청북도,충청북도 충주시,산악,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20210312
넥스트레벨,세종특별자치시,세종특별자치시 전체,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,12,20210106
논현검도관,인천광역시,인천광역시 남동구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,7,20200116
다섯손가락,대구광역시,대구광역시 달성군,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20191230
다온클레이,대구광역시,대구광역시 전체,사격,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,7,20210110
닥터바스켓,서울특별시,서울특별시 마포구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,33,20200103
대구정우회,대구광역시,대구광역시 수성구,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,20210418
대구클레이,대구광역시,대구광역시 북구,사격,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37,20190318
대명농구회,대구광역시,대구광역시 중구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,49,20191230
대전인라인,대전광역시,대전광역시 전체,롤러,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20191024
대전클레이,대전광역시,대전광역시 전체,사격,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20190607
대치검도관,서울특별시,서울특별시 강남구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20210628
도화검도관,인천광역시,인천광역시 미추홀구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,15,20200114
동명중학교,경상남도,경상남도 도전체,세팍타크로,학교스포츠클럽,16세이하부,남성,3,20200409
동진검도관,제주특별자치도,제주특별자치도 제주시,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,6,20200220
동행산악회,경기도,경기도 파주시,산악,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20210712
두류배구회,대구광역시,대구광역시 달서구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,3,20210910
라이크디스,대구광역시,대구광역시 달서구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,29,20200102
레드앤블랙,강원도,강원도 정선군,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,2,20201021
렛츠고울산,울산광역시,울산광역시 울주군,역도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,20210323
마이클레이,대구광역시,대구광역시 북구,사격,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,20190319
머슬몽키짐,인천광역시,인천광역시 연수구,보디빌딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20210617
명문합기도,광주광역시,광주광역시 광산구,합기도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20201214
명성검도관,서울특별시,서울특별시 서초구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20201104
모션스포츠,부산광역시,부산광역시 연제구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,34,20201119
목포부주산,전라남도,전라남도 목포시,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,20201231
무등클레이,광주광역시,광주광역시 전체,사격,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20201109
무룡동호회,울산광역시,울산광역시 북구,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20200805
문경검도관,경상북도,경상북도 문경시,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,20190318
미금볼링장,광주광역시,광주광역시 남구,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,3,20201218
밀당씨름단,경기도,경기도 수원시,씨름,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,25,20200831
밀양인라인,경상남도,경상남도 밀양시,롤러,공공스포츠클럽,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20200208
바람가르기,제주특별자치도,제주특별자치도 제주시,패러글라이딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20191003
바른검도관,서울특별시,서울특별시 양천구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20210818
박카스클럽,광주광역시,광주광역시 북구,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,3,20200611
백사천클럽,충청북도,충청북도 진천군,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,7,20210129
법무연수원,충청북도,충청북도 진천군,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,27,20210302
복산클레이,부산광역시,부산광역시 전체,사격,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20210318
부개검도관,인천광역시,인천광역시 부평구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,17,20211111
부사주짓수,대전광역시,대전광역시 중구,주짓수,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20201103
부산배사랑,부산광역시,부산광역시 동래구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,17,20210619
부산스쿼시,부산광역시,부산광역시 전체,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,4,20200825
비트주짓수,대전광역시,대전광역시 동구,주짓수,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210810
빛가람클럽,전라남도,전라남도 나주시,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,8,20210104
빛고을클럽,광주광역시,광주광역시 전체,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20200205
삼양동호회,제주특별자치도,제주특별자치도 제주시,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,29,20190902
상산갈매기,충청북도,충청북도 진천군,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20200813
새론스쿼시,부산광역시,부산광역시 전체,스쿼시,공공스포츠클럽,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,12,20210602
새재정우회,경상북도,경상북도 문경시,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",여성,10,20200110
서부산악회,경기도,경기도 파주시,산악,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,7,20210426
서울검도관,서울특별시,서울특별시 노원구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,20201124
서원검도관,충청북도,충청북도 청주시 서원구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,3,20190318
서창검도관,인천광역시,인천광역시 남동구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,3,20200120
서창중학교,인천광역시,인천광역시 남동구,배구,학교스포츠클럽,16세이하부,남성,18,20211029
서초배사모,서울특별시,서울특별시 서초구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,20,20190522
서해검도관,인천광역시,인천광역시 연수구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,19,20201014
선한검도관,인천광역시,인천광역시 연수구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,20200116
성우검도관,서울특별시,서울특별시 양천구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20210820
세종배사모,세종특별자치시,세종특별자치시 전체,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,28,20210614
세종청솔회,세종특별자치시,세종특별자치시 전체,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,16,20201230
속초무도관,강원도,강원도 속초시,합기도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,12,20191210
속초베스트,강원도,강원도 속초시,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,2,20200814
